species	diet_state
Neotoma_floridana	Plant_dominant
Nomascus_leucogenys	Plant_dominant
Nyctalus_aviator	Non_plant
Nyctalus_leisleri	Non_plant
Nyctereutes_procyonoides	Non_plant
Nycticebus_bengalensis	Non_plant
Nycticebus_coucang	Non_plant
Ochotona_argentata	Plant_dominant
Ochotona_princeps	Plant_dominant
Ondatra_zibethicus	Plant_dominant
Onychomys_arenicola	Non_plant
Onychomys_leucogaster	Non_plant
Onychomys_torridus	Non_plant
Orcinus_orca	Non_plant
Orycteropus_afer	Non_plant
Oryctolagus_cuniculus	Plant_dominant
Otocyon_megalotis	Non_plant
Ovis_aries	Plant_dominant
Ovis_canadensis	Plant_dominant
Pachyuromys_duprasi	Non_plant
Paguma_larvata	Non_plant
Pan_paniscus	Plant_dominant
Pan_troglodytes	Plant_dominant
Panthera_leo	Non_plant
Panthera_onca	Non_plant
Panthera_pardus	Non_plant
Panthera_tigris	Non_plant
Pantholops_hodgsonii	Plant_dominant
Papio_anubis	Non_plant
Papio_hamadryas	Plant_dominant
Peponocephala_electra	Non_plant
Peromyscus_eremicus	Non_plant
Peromyscus_leucopus	Non_plant
Phacochoerus_africanus	Plant_dominant
Phoca_vitulina	Non_plant
Phocoena_phocoena	Non_plant
Phocoena_sinus	Non_plant
Phodopus_roborovskii	Non_plant
Phodopus_sungorus	Non_plant
Phyllostomus_discolor	Non_plant
Phyllostomus_hastatus	Non_plant
Pipistrellus_abramus	Non_plant
Pipistrellus_nathusii	Non_plant
Pipistrellus_pipistrellus	Non_plant
Pipistrellus_pygmaeus	Non_plant
Platyrrhinus_helleri	Plant_dominant
Plecotus_auritus	Non_plant
Pongo_abelii	Plant_dominant
Pongo_pygmaeus	Plant_dominant
Prionailurus_bengalensis	Non_plant
Prionailurus_viverrinus	Non_plant
Psammomys_obesus	Plant_dominant
Pseudomys_desertor	Non_plant
Pseudorca_crassidens	Non_plant
Pteromys_volans	Non_plant
Pteropus_alecto	Plant_dominant
Pteropus_pselaphon	Plant_dominant
Puma_concolor	Non_plant
Rattus_norvegicus	Non_plant
Rattus_rattus	Non_plant
Rhabdomys_pumilio	Plant_dominant
Rhinolophus_affinis	Non_plant
Rhinolophus_clivosus	Non_plant
Rhinolophus_ferrumequinum	Non_plant
Rhinolophus_hipposideros	Non_plant
Rhinolophus_rex	Non_plant
Rhinolophus_sinicus	Non_plant
Rhinolophus_trifoliatus	Non_plant
Rhinopithecus_bieti	Plant_dominant
Rhinopithecus_roxellana	Plant_dominant
Rhinopoma_microphyllum	Non_plant
Rhynchocyon_petersi	Non_plant
Rhynchomys_soricoides	Non_plant
Rhynchonycteris_naso	Non_plant
Rousettus_aegyptiacus	Non_plant
Rousettus_leschenaultii	Non_plant
Rupicapra_rupicapra	Plant_dominant
Saccopteryx_bilineata	Non_plant
Saccopteryx_leptura	Non_plant
Saguinus_midas	Non_plant
Saguinus_oedipus	Non_plant
Saimiri_boliviensis	Non_plant
Salpingotus_crassicauda	Non_plant
Scaptochirus_moschatus	Non_plant
Sciurus_carolinensis	Non_plant
Sciurus_vulgaris	Non_plant
Scotinomys_teguina	Non_plant
Scutisorex_somereni	Non_plant
Sigmodon_hispidus	Non_plant
Sorex_fumeus	Non_plant
Sorex_ornatus	Non_plant
Spermophilus_citellus	Non_plant
Suncus_etruscus	Non_plant
Suncus_murinus	Non_plant
Sus_scrofa	Plant_dominant
Sylvilagus_floridanus	Plant_dominant
Symphalangus_syndactylus	Plant_dominant
Tadarida_brasiliensis	Non_plant
Tadarida_teniotis	Non_plant
Talpa_europaea	Non_plant
Talpa_occidentalis	Non_plant
Tamandua_tetradactyla	Non_plant
Tamias_sibiricus	Plant_dominant
Tapirus_indicus	Plant_dominant
Tenrec_ecaudatus	Non_plant
Thomomys_bottae	Plant_dominant
Tokudaia_muenninki	Plant_dominant
Trachypithecus_francoisi	Plant_dominant
Trachypithecus_germaini	Plant_dominant
Trachypithecus_shortridgei	Plant_dominant
Trichechus_inunguis	Plant_dominant
Tupaia_tana	Non_plant
Tursiops_truncatus	Non_plant
Typhlomys_cinereus	Non_plant
Urocyon_cinereoargenteus	Non_plant
Uromys_caudimaculatus	Non_plant
Ursus_americanus	Plant_dominant
Ursus_arctos	Plant_dominant
Ursus_maritimus	Non_plant
Vespertilio_murinus	Non_plant
Vulpes_corsac	Non_plant
Vulpes_ferrilata	Non_plant
Vulpes_lagopus	Non_plant
Vulpes_vulpes	Non_plant
Zalophus_californianus	Non_plant
