id	header	gene	species	PCo1	PCo2	PCo3	PCo4	PCo5	PCo6	PCo7	PCo8	PCo9	PCo10	cluster_best
mm10.ENSMUST00000025647_Pga5_14_Acomys_russatus__golden_spiny_mouse__HLacoRus1__GCA_903995435.1	mm10.ENSMUST00000025647#Pga5#14#Acomys_russatus__golden_spiny_mouse__HLacoRus1__GCA_903995435.1	Pga5	Acomys_russatus__golden_spiny_mouse__HLacoRus1__GCA_903995435.1	-0.1543110182915481	-0.14317233527091505	0.05388152492356579	0.22638491252318518	-0.028511599337092228	0.1571314995981445	-0.015498831849137612	-0.07874754990944997	-0.052023934643474684	0.017080950161673263	3
mm10.ENSMUST00000025647_Pga5_73_Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1	mm10.ENSMUST00000025647#Pga5#73#Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1	Pga5	Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1	-0.028770833501023413	-0.15664548787789698	-0.03297459081513828	0.06166011592447451	0.05188847601681824	-0.11113779532876127	-0.004472564688496902	0.14517329890759953	0.01358546282231526	-0.0053599357453990885	3
hg38.ENST00000312403.10_PGA5_4732_Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1	hg38.ENST00000312403.10#PGA5#4732#Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1	PGA5	Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1	-0.26870834104096547	0.07986688006146142	-0.005607145419351405	0.018114022925933757	-0.0038961091117749756	0.028244738791901515	0.0017198257896100986	0.1508712401196811	-0.031098777927035543	-0.0026184196871659126	2
mm10.ENSMUST00000025647_Pga5_79_Alexandromys_fortis__Reed_vole__HLaleFor1__GCF_014885135.2	mm10.ENSMUST00000025647#Pga5#79#Alexandromys_fortis__Reed_vole__HLaleFor1__GCF_014885135.2	Pga5	Alexandromys_fortis__Reed_vole__HLaleFor1__GCF_014885135.2	-0.10994239518634312	-0.1367155842518631	0.08153570758551257	0.2751837076429116	0.02963663181009184	0.09511865417345004	-0.08411614546701265	-0.005847524260299758	0.014340943147724114	0.0002969077349977611	3
mm10.ENSMUST00000025647_Pga5_80_Alexandromys_fortis__reed_vole__HLmicFor1__GCA_014885135.1	mm10.ENSMUST00000025647#Pga5#80#Alexandromys_fortis__reed_vole__HLmicFor1__GCA_014885135.1	Pga5	Alexandromys_fortis__reed_vole__HLmicFor1__GCA_014885135.1	-0.10994239518634318	-0.1367155842518631	0.0815357075855126	0.2751837076429115	0.029636631810091817	0.09511865417345071	-0.0841161454670126	-0.00584752426029949	0.014340943147724097	0.00029690773499174846	3
hg38.ENST00000312403.10_PGA5_70_Alexandromys_oeconomus__Root_vole__HLaleOec1__GCA_963919705.1	hg38.ENST00000312403.10#PGA5#70#Alexandromys_oeconomus__Root_vole__HLaleOec1__GCA_963919705.1	PGA5	Alexandromys_oeconomus__Root_vole__HLaleOec1__GCA_963919705.1	-0.09494657946869724	-0.13962497858570158	0.09325189968702237	0.25692041587802933	0.0008794451226503058	0.0692254009987662	-0.06308010620705755	-0.02163227782769958	0.001774424190477728	0.008359391570235726	3
mm10.ENSMUST00000025647_Pga5_57_Amblysomus_hottentotus__Hottentot_golden_mole__HLambHott1A__GCA_054824725.1	mm10.ENSMUST00000025647#Pga5#57#Amblysomus_hottentotus__Hottentot_golden_mole__HLambHott1A__GCA_054824725.1	Pga5	Amblysomus_hottentotus__Hottentot_golden_mole__HLambHott1A__GCA_054824725.1	-0.056409332339131826	-0.08729667344874129	0.01762399625362823	0.04380650304520768	0.04119955481260652	-0.11233443155025803	-0.017947691647982912	-0.04498570504579215	-0.08683429503470161	0.12864536497354093	3
hg38.ENST00000312403.10_PGA5_4778_Amblysomus_hottentotus__Hottentot_golden_mole__HLambHott1A__GCA_054824725.1	hg38.ENST00000312403.10#PGA5#4778#Amblysomus_hottentotus__Hottentot_golden_mole__HLambHott1A__GCA_054824725.1	PGA5	Amblysomus_hottentotus__Hottentot_golden_mole__HLambHott1A__GCA_054824725.1	-0.25416923804430214	0.08280980546671977	0.0523893823717043	0.02181186797659663	0.017844307772957757	0.057496999221602674	-0.03428410086691366	0.06098958591102843	-0.12021781946479752	0.010424286024221019	2
HLbosTau10.ENSBTAT00000013786_PAG7_15874_Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1	HLbosTau10.ENSBTAT00000013786#PAG7#15874#Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1	PAG7	Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1	-0.1120526226597476	-0.16041387403531907	0.026888217293807852	-0.02069314890875616	0.05753518239103911	-0.03854118380731063	0.007269326105256348	-0.025699036010864	0.06613097793601572	-0.09201635867208312	3
hg38.ENST00000325558.11_PGA3_15029_Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1	hg38.ENST00000325558.11#PGA3#15029#Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1	PGA3	Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1	-0.2840320401854268	0.10492868333831247	-0.043778563877098685	-0.024253916490946062	-0.031020306408645636	0.04007562035621407	-0.1275295817670474	0.03236683711809476	-0.033167329533042765	0.032619409394095356	2
HLbosTau10.ENSBTAT00000005384_PAG10_1253_Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	HLbosTau10.ENSBTAT00000005384#PAG10#1253#Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	PAG10	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	-0.180974635082162	-0.15879668591475693	-0.21220788777686145	-0.01909773540859043	-0.0006785696654712298	-0.015451706713840703	0.04563411694735096	-0.08397115257680335	0.029812466908800357	-0.04942383654406076	3
HLbosTau10.ENSBTAT00000025517_PAG2_847_Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	HLbosTau10.ENSBTAT00000025517#PAG2#847#Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	PAG2	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	-0.1858293749662975	-0.19032219253842553	-0.1810436549290881	-0.023408165496557807	0.021847699406910618	-0.0013801440630491905	0.036629324470468544	-0.07975641843999878	0.10432257595820461	0.005423629424597845	3
HLbosTau10.ENSBTAT00000025597_PAG8_1750_Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	HLbosTau10.ENSBTAT00000025597#PAG8#1750#Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	PAG8	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	-0.18099575645086494	-0.1686393910033514	-0.1886071942183839	-0.0016595363115739074	0.0028656642206903306	-0.015323180697721178	0.04321464703428723	-0.08213759597029667	0.024835201958804853	-0.050092561571925695	3
HLbosTau10.ENSBTAT00000025593_PAG5_343015_Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	HLbosTau10.ENSBTAT00000025593#PAG5#343015#Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	PAG5	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	-0.17391252279591354	-0.18967892376918022	-0.19038115654095783	-0.08956147899220196	0.03646703392829198	-0.039216503912528775	0.036947235868746736	-0.06755975496228381	0.05499705745486496	0.024439146799168376	3
HLbosTau10.ENSBTAT00000005384_PAG10_347339_Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	HLbosTau10.ENSBTAT00000005384#PAG10#347339#Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	PAG10	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	-0.17967975584626697	-0.17318384983979007	-0.18658860739502453	-0.03839546201729885	0.0005020995041034446	-0.008689475007046546	0.03583907274232996	-0.08120079623002774	0.0836712642716633	-0.05969647622049049	3
hg38.ENST00000312403.10_PGA5_3077_Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	hg38.ENST00000312403.10#PGA5#3077#Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	PGA5	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	-0.2885633871472395	0.01414605801019019	-0.09131687020277558	-0.021724207039315015	-0.009259871419552252	0.027189419978632525	-0.0981555775422498	0.017805548511896616	0.058532270310688785	-0.038474263923259956	2
mm10.ENSMUST00000025647_Pga5_72_Aonyx_cinereus__Asian_small-clawed_otter__HLaonCin1	mm10.ENSMUST00000025647#Pga5#72#Aonyx_cinereus__Asian_small-clawed_otter__HLaonCin1	Pga5	Aonyx_cinereus__Asian_small-clawed_otter__HLaonCin1	-0.07468154518317091	-0.154452840792978	-0.026741076860110173	0.051735594771573974	0.052218756861801364	-0.06355208528415425	-0.046152263567919974	0.15077701041948632	0.05109648986781188	-0.026324808926027128	3
hg38.ENST00000312403.10_PGA5_3850_Aonyx_cinereus__Asian_small-clawed_otter__HLaonCin1	hg38.ENST00000312403.10#PGA5#3850#Aonyx_cinereus__Asian_small-clawed_otter__HLaonCin1	PGA5	Aonyx_cinereus__Asian_small-clawed_otter__HLaonCin1	-0.24297239476072158	0.17387525616373317	-0.020963103741289645	0.061210666365079006	-0.09605040022120381	-0.05385911764848866	0.031576554620251655	0.12014725036851327	0.004734204723990879	0.05728208692123055	2
hg38.ENST00000312403.10_PGA5_25_Apodemus_agrarius__Eurasian_field_mouse__HLapoAgr1__GCA_964023405.1	hg38.ENST00000312403.10#PGA5#25#Apodemus_agrarius__Eurasian_field_mouse__HLapoAgr1__GCA_964023405.1	PGA5	Apodemus_agrarius__Eurasian_field_mouse__HLapoAgr1__GCA_964023405.1	-0.06726235301593185	-0.14954269981951385	0.10773327270523075	0.22018934631201678	0.06536386887253205	0.03618592188330227	0.029343626550865226	0.02550853573174629	0.03917178283018206	-0.02958902149554215	3
hg38.ENST00000325558.11_PGA3_66_Apodemus_speciosus__Large_Japanese_field_mouse__HLapoSpe1__GCA_045298715.1	hg38.ENST00000325558.11#PGA3#66#Apodemus_speciosus__Large_Japanese_field_mouse__HLapoSpe1__GCA_045298715.1	PGA3	Apodemus_speciosus__Large_Japanese_field_mouse__HLapoSpe1__GCA_045298715.1	-0.08042501442339348	-0.13685562360962394	0.09760952391143689	0.21163792431570785	0.07041323243715053	0.03897135533815707	0.031481823517916674	0.013326545257645768	0.02277971732344088	-0.023775990912488217	3
mm10.ENSMUST00000025647_Pga5_16_Apodemus_sylvaticus__European_woodmouse__HLapoSyl2__GCF_947179515.1	mm10.ENSMUST00000025647#Pga5#16#Apodemus_sylvaticus__European_woodmouse__HLapoSyl2__GCF_947179515.1	Pga5	Apodemus_sylvaticus__European_woodmouse__HLapoSyl2__GCF_947179515.1	-0.064912162621902	-0.17033716987514347	0.08906724890650133	0.21015726567681883	0.035088261319912384	0.025809201215813503	-0.001813710562565193	0.045077204561020455	0.032293222431910254	0.014011492895703876	3
mm10.ENSMUST00000025647_Pga5_71_Arctocephalus_gazella__Antarctic_fur_seal__HLarcGaze3A__GCA_040869175.1	mm10.ENSMUST00000025647#Pga5#71#Arctocephalus_gazella__Antarctic_fur_seal__HLarcGaze3A__GCA_040869175.1	Pga5	Arctocephalus_gazella__Antarctic_fur_seal__HLarcGaze3A__GCA_040869175.1	-0.05117246479840934	-0.16531872602243075	0.005800447309409393	0.018147218980226365	0.028817958629890426	-0.07869187974227722	-0.012305899811321326	0.126686871423493	0.04229871489976687	0.03639285800075553	3
hg38.ENST00000312403.10_PGA5_4970_Arctocephalus_gazella__Antarctic_fur_seal__HLarcGaze3A__GCA_040869175.1	hg38.ENST00000312403.10#PGA5#4970#Arctocephalus_gazella__Antarctic_fur_seal__HLarcGaze3A__GCA_040869175.1	PGA5	Arctocephalus_gazella__Antarctic_fur_seal__HLarcGaze3A__GCA_040869175.1	-0.2155845823502984	0.07642511164460157	-0.11757995511670938	0.06603962071018744	-0.022312508395901955	-0.057624079368415675	-0.0006098555143046716	0.0633420991918197	0.013766025034858692	0.057739541956380154	2
mm10.ENSMUST00000025647_Pga5_71_Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1	mm10.ENSMUST00000025647#Pga5#71#Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1	Pga5	Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1	-0.05790058849925816	-0.16200165585321288	-0.004670833127669534	0.012297467921676509	0.031318496459217735	-0.08521593213188212	-0.007096464321390471	0.12537837164882873	0.04014118277212761	0.036026255603453454	3
hg38.ENST00000312403.10_PGA5_3226_Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1	hg38.ENST00000312403.10#PGA5#3226#Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1	PGA5	Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1	-0.27206994935753626	0.07366048803156335	-0.09216912557699633	-0.01206686980028947	-0.0900776840704594	-0.061082357907192124	0.04499832905602724	0.0860163987013228	0.05787834442524759	0.04403933161916558	2
hg38.ENST00000325558.11_PGA3_380_Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1	hg38.ENST00000325558.11#PGA3#380#Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1	PGA3	Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1	-0.2739341535481329	0.1231113735120118	-0.014305551613686076	-0.03870392195787647	-0.020965097761700868	0.015036398142089874	-0.08767947390543777	0.0605968963533088	-0.028938544625918012	0.013525536420216425	2
mm10.ENSMUST00000025647_Pga5_297_Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1	mm10.ENSMUST00000025647#Pga5#297#Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1	Pga5	Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1	-0.16225846029718777	-0.143679161203066	-0.016824831943445237	0.023931972736230548	-0.05159672609153269	-0.010490576007631158	-0.11827300643936983	-0.06111537122934073	0.0157437604705814	-0.037750295120376934	3
hg38.ENST00000325558.11_PGA3_81_Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1	hg38.ENST00000325558.11#PGA3#81#Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1	PGA3	Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1	-0.2746793483882463	0.12078337276334253	-0.012507682899619602	-0.033798092228757404	-0.01698564192489092	0.015704741300623423	-0.08780764408452328	0.06147996532677352	-0.032302148392061796	0.02007016378257283	2
mm10.ENSMUST00000025647_Pga5_80_Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1	mm10.ENSMUST00000025647#Pga5#80#Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1	Pga5	Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1	-0.11108460139199348	-0.18681632732634382	-0.008886933268890986	0.06656475156932279	-0.07762217248617415	0.01600282165661589	-0.10408939027585401	-0.08617749950122731	0.01611367490870033	-0.010138838876135212	3
mm10.ENSMUST00000025647_Pga5_71_Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1A__GCA_038363095.2	mm10.ENSMUST00000025647#Pga5#71#Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1A__GCA_038363095.2	Pga5	Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1A__GCA_038363095.2	-0.13687612626357423	-0.1326316679753831	-0.022108806754462137	0.0394875924300726	-0.04638573442474981	0.007012654999737906	-0.11893156911500873	-0.08129512381854248	-0.001409695103356141	-0.05334454945703204	3
hg38.ENST00000325558.11_PGA3_11_Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1A__GCA_038363095.2	hg38.ENST00000325558.11#PGA3#11#Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1A__GCA_038363095.2	PGA3	Artibeus_lituratus__Great_fruit-eating_bat__HLartLit1A__GCA_038363095.2	-0.27282468829055806	0.12256781652308657	-0.017722676895553645	-0.037076441154982286	-0.024454796336244033	0.015440130385907327	-0.09213408036981455	0.059938155836334675	-0.030837788120780283	0.011558305466353756	2
mm10.ENSMUST00000025647_Pga5_71_Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2A__GCA_038363095.4	mm10.ENSMUST00000025647#Pga5#71#Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2A__GCA_038363095.4	Pga5	Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2A__GCA_038363095.4	-0.13687612626357423	-0.13263166797538312	-0.022108806754462126	0.03948759243007259	-0.046385734424749754	0.007012654999737914	-0.1189315691150087	-0.08129512381854248	-0.0014096951033561495	-0.05334454945703205	3
hg38.ENST00000325558.11_PGA3_11_Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2A__GCA_038363095.4	hg38.ENST00000325558.11#PGA3#11#Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2A__GCA_038363095.4	PGA3	Artibeus_lituratus__Great_fruit-eating_bat__HLartLitu2A__GCA_038363095.4	-0.272824688290558	0.12256781652308654	-0.017722676895553645	-0.037076441154982306	-0.024454796336244044	0.015440130385907334	-0.09213408036981452	0.059938155836334724	-0.030837788120780297	0.011558305466353742	2
mm10.ENSMUST00000025647_Pga5_14_Arvicanthis_niloticus__African_grass_rat__HLarvNil1__GCA_011762505.1	mm10.ENSMUST00000025647#Pga5#14#Arvicanthis_niloticus__African_grass_rat__HLarvNil1__GCA_011762505.1	Pga5	Arvicanthis_niloticus__African_grass_rat__HLarvNil1__GCA_011762505.1	-0.1066856813289717	-0.17812740312169614	0.101807043142947	0.23232188326031286	-0.00590917379091414	0.06493345614752657	-0.04003723301839825	0.02107372220480442	0.014777657365405993	0.0006424630996941755	3
mm10.ENSMUST00000025647_Pga5_14_Arvicanthis_niloticus__Nile_rat__HLarvNilo2__GCF_011762505.2	mm10.ENSMUST00000025647#Pga5#14#Arvicanthis_niloticus__Nile_rat__HLarvNilo2__GCF_011762505.2	Pga5	Arvicanthis_niloticus__Nile_rat__HLarvNilo2__GCF_011762505.2	-0.10668568132897169	-0.17812740312169612	0.10180704314294699	0.23232188326031286	-0.005909173790914146	0.06493345614752657	-0.04003723301839825	0.02107372220480444	0.014777657365406	0.0006424630996941824	3
mm10.ENSMUST00000025647_Pga5_13_Arvicola_amphibius__Eurasian_water_mole__HLarvAmp1__GCA_903992535.1	mm10.ENSMUST00000025647#Pga5#13#Arvicola_amphibius__Eurasian_water_mole__HLarvAmp1__GCA_903992535.1	Pga5	Arvicola_amphibius__Eurasian_water_mole__HLarvAmp1__GCA_903992535.1	-0.1254089403815379	-0.19049502896991935	0.12720099125200507	0.22121208294868897	0.009195254899383517	0.08359087008220206	-0.04716967386384575	0.012974080377930764	0.0004338544236184614	0.016399368700311376	3
HLbosTau10.ENSBTAT00000030466_PAG18_45804_Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto2__GCA_043727835.1	HLbosTau10.ENSBTAT00000030466#PAG18#45804#Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto2__GCA_043727835.1	PAG18	Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto2__GCA_043727835.1	-0.08013080398747316	-0.17341509040332778	0.04064145300047633	0.0038336553627603466	-0.19939842662743026	-0.04673350291672594	0.10847450088436981	0.014976063449357405	0.006810530506334493	-0.009699043321543043	3
hg38.ENST00000312403.10_PGA5_4619_Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto2__GCA_043727835.1	hg38.ENST00000312403.10#PGA5#4619#Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto2__GCA_043727835.1	PGA5	Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto2__GCA_043727835.1	-0.2722131869426611	0.12441540151393028	-0.08834136558494297	-0.037403498534647146	0.020681145465493093	0.03450435318696798	-0.005383068001754249	0.04433728190707402	0.0055319934522772875	-0.13960405751952154	2
mm10.ENSMUST00000025647_Pga5_73_Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto4__GCA_033961575.1	mm10.ENSMUST00000025647#Pga5#73#Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto4__GCA_033961575.1	Pga5	Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto4__GCA_033961575.1	-0.07618533160966555	-0.1738142633922893	0.039799876456815556	0.008060394751115025	-0.2140088616386788	-0.05460098817554578	0.10194827199852878	0.020429855306982922	-0.0003098063069155709	-0.0255102620928947	3
hg38.ENST00000312403.10_PGA5_2974_Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto4__GCA_033961575.1	hg38.ENST00000312403.10#PGA5#2974#Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto4__GCA_033961575.1	PGA5	Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto4__GCA_033961575.1	-0.27236848048410406	0.12446403993990289	-0.08861143555835549	-0.037627051578920226	0.020554750493136324	0.03509586107054376	-0.00570643852693054	0.045580821129466355	0.006111197705028769	-0.13935733410308893	2
hg38.ENST00000312403.10_PGA5_8168_Ateles_fusciceps__Brown-headed_spider_monkey__HLateFus1__GCA_036589455.2	hg38.ENST00000312403.10#PGA5#8168#Ateles_fusciceps__Brown-headed_spider_monkey__HLateFus1__GCA_036589455.2	PGA5	Ateles_fusciceps__Brown-headed_spider_monkey__HLateFus1__GCA_036589455.2	-0.3018768169130287	0.06387884604761458	0.013000955398669238	-0.0645486544486856	0.10083748154351486	-0.010955911675588152	0.06242676700229367	0.005422915086100121	-0.017316529126163428	-0.012104870691957493	2
hg38.ENST00000312403.10_PGA5_6842_Ateles_geoffroyi__black-handed_spider_monkey__HLateGeo2__GCA_023783555.1	hg38.ENST00000312403.10#PGA5#6842#Ateles_geoffroyi__black-handed_spider_monkey__HLateGeo2__GCA_023783555.1	PGA5	Ateles_geoffroyi__black-handed_spider_monkey__HLateGeo2__GCA_023783555.1	-0.3015188927399815	0.0616731853358095	0.019283748801495994	-0.06664429755435446	0.09791760583596033	-0.01612814021065428	0.05738977999539704	0.011786647425547456	-0.015322984252414178	-0.015123185319479477	2
hg38.ENST00000312403.10_PGA5_147444_Ateles_hybridus__brown_spider_monkey__HLateHyb1__GCA_916098195.1	hg38.ENST00000312403.10#PGA5#147444#Ateles_hybridus__brown_spider_monkey__HLateHyb1__GCA_916098195.1	PGA5	Ateles_hybridus__brown_spider_monkey__HLateHyb1__GCA_916098195.1	-0.3022729128907528	0.0588069591571278	0.02145565482758478	-0.050017260462812664	0.1016775859036672	-0.0015541286462800368	0.0637098512571923	0.0040501426401561525	-0.017756747672924348	-0.008537227418981785	2
